,edge_type,pwi,segments_1,segments_2,segments_3,segments_4,segments_5,segments_6,segments_7,segments_8,sink,source,weight,weight_ct
3399,full_complement,7.9940359999999995,0.999135,0.998703,1.0,0.998845,0.998048,0.999305,1.0,1.0,A/Houston/JMM_98/2012,A/Boston/YGA_01026/2012,1.0,1
3400,full_complement,7.999567,0.999567,1.0,1.0,1.0,1.0,1.0,1.0,1.0,A/Peru/PER260/2012,A/Peru/PER111/2012,1.0,1
3401,full_complement,8.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,A/Peru/PER200/2012,A/Peru/PER111/2012,1.0,1
3402,full_complement,7.980517,0.986147,0.99437,1.0,1.0,1.0,1.0,1.0,1.0,A/Peru/PER124/2012,A/Peru/PER111/2012,1.0,1
3403,full_complement,7.993995999999999,1.0,0.995602,1.0,0.999412,1.0,1.0,0.998982,1.0,A/England/717/2010,A/England/10820733/2010,1.0,1
3404,full_complement,7.964682,0.998692,0.999568,0.96921,0.998858,0.999351,1.0,0.999003,1.0,A/Athens/INS566/2011,A/Athens/INS562/2011,1.0,1
3405,full_complement,7.984888,0.999128,0.998263,0.994483,0.997693,0.998687,1.0,0.998987,0.997647,A/Athens/INS416/2010,A/Warsaw/INS315/2009,1.0,1
3406,full_complement,7.984253000000001,0.997368,0.997361,0.996281,0.996473,0.998664,0.999291,1.0,0.998815,A/Hungary/2/2010,A/Warsaw/INS315/2009,1.0,1
3407,full_complement,7.994132,0.999564,0.99825,0.999542,0.998837,0.999343,0.998596,1.0,1.0,A/Queensland/15/2001,A/Queensland/18/2001,1.0,1
3408,full_complement,7.970976,0.997409,0.996102,0.995444,0.995977,0.997403,0.994421,1.0,0.99422,A/mallard/Mississippi/360/2010,A/American green-winged teal/Mississippi/285/2010,1.0,1
3409,full_complement,7.977990000000001,0.997409,0.997401,0.994989,0.997126,0.997403,0.995816,0.999002,0.998844,A/mallard/Mississippi/354/2010,A/American green-winged teal/Mississippi/285/2010,1.0,1
3410,full_complement,8.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,A/Jiangxi/IPB13c/2013,A/Jiangxi/IPB13b/2013,1.0,1
3411,full_complement,7.990067,0.999146,0.999146,1.0,0.998278,1.0,0.996568,0.998053,0.998876,A/chicken/Shandong/wf0712/2013,A/chicken/Shandong/yt0711/2013,1.0,1
3412,full_complement,7.997822,0.999123,1.0,1.0,1.0,0.998699,1.0,1.0,1.0,A/Boston/YGA_01210/2013,A/Boston/DOA2-154/2013,1.0,1
3413,full_complement,7.904002,0.992105,0.990325,0.993491,0.991182,0.965264,0.992908,0.991853,0.986874,A/swine/Belgium/Belsele-66/2013,A/swine/Netherlands/Ysselsteyn-CVI8864A/2012,1.0,1
3414,reassortant,7.850225,0.980138,0.972774,,,0.977124,,0.992901,0.975381,A/green-winged teal/California/8326/2008,A/western grebe/Washington/20569-004/2007,0.5,1
3415,full_complement,7.956902,0.998684,0.998241,0.97536,0.996435,0.99666,0.997139,0.997963,0.99642,A/chicken/Dongguan/397/2014,A/silkie chicken/Dongguan/3528/2013,1.0,1
3416,full_complement,7.959421999999999,0.999561,0.998241,0.97722,0.995247,0.997328,0.996423,0.998982,0.99642,A/silkie chicken/Dongguan/656/2014,A/silkie chicken/Dongguan/3528/2013,1.0,1
3417,full_complement,7.920020999999999,0.998246,0.995602,0.975825,0.998812,0.958584,0.998569,0.997963,0.99642,A/silkie chicken/Dongguan/523/2014,A/silkie chicken/Dongguan/3528/2013,1.0,1
3418,full_complement,7.988251,0.999132,0.999566,0.997259,0.99884,0.996732,0.997896,1.0,0.998826,A/Western Australia/75/2005,A/Australia/NHRC0010/2005,0.25,1
3419,full_complement,7.999544,1.0,1.0,0.999544,1.0,1.0,1.0,1.0,1.0,A/Australia/NHRC0015/2005,A/Australia/NHRC0010/2005,0.25,1
3420,full_complement,7.998412,0.999567,1.0,1.0,0.998845,1.0,1.0,1.0,1.0,A/Australia/NHRC0013/2005,A/Australia/NHRC0010/2005,0.25,1
3421,full_complement,7.992977,1.0,0.999134,0.998641,0.998851,0.998046,0.999303,0.999002,1.0,A/northern pintail/Interior Alaska/9BM7052R0/2009,A/northern pintail/Interior Alaska/9BM9153R0/2009,1.0,1
3422,full_complement,7.994889,0.998705,0.999134,0.999547,0.998851,0.999349,0.999303,1.0,1.0,A/mallard/Interior Alaska/9BM10047R0/2009,A/northern pintail/Interior Alaska/9BM9153R0/2009,1.0,1
3423,full_complement,7.990747,1.0,0.999567,0.999547,0.993678,0.999349,0.998606,1.0,1.0,A/northern pintail/Interior Alaska/9BM12464R0/2009,A/northern pintail/Interior Alaska/9BM9153R0/2009,1.0,1
3424,full_complement,7.993294000000001,0.999136,0.999134,0.999094,0.998276,0.999349,0.999303,0.999002,1.0,A/northern pintail/Interior Alaska/9BM11231R0/2009,A/northern pintail/Interior Alaska/9BM9153R0/2009,1.0,1
3425,full_complement,7.997714,1.0,0.999567,1.0,1.0,1.0,0.999303,1.0,0.998844,A/northern pintail/Interior Alaska/9BM7368R0/2009,A/northern pintail/Interior Alaska/9BM9153R0/2009,1.0,1
3426,full_complement,7.9879929999999995,0.999136,0.996535,0.999094,0.997126,0.999349,0.997909,1.0,0.998844,A/mallard/Interior Alaska/9BM10851R0/2009,A/northern pintail/Interior Alaska/9BM9153R0/2009,1.0,1
3427,full_complement,7.986908000000001,0.999136,0.998268,0.998641,0.998851,0.998046,0.995122,1.0,0.998844,A/northern pintail/Interior Alaska/9BM6290R0/2009,A/northern pintail/Interior Alaska/9BM9153R0/2009,1.0,1
3428,full_complement,7.992763,0.999568,0.998701,0.998641,0.998851,0.998697,0.999303,0.999002,1.0,A/northern pintail/Interior Alaska/9BM10471R0/2009,A/northern pintail/Interior Alaska/9BM9153R0/2009,1.0,1
3429,full_complement,7.993603,0.999568,0.999567,0.998188,0.998276,1.0,1.0,0.998004,1.0,A/mallard/Interior Alaska/9BM11381R0/2009,A/northern pintail/Interior Alaska/9BM9153R0/2009,1.0,1
3430,full_complement,7.994882,1.0,0.999567,0.997736,0.998276,1.0,0.999303,1.0,1.0,A/northern pintail/Interior Alaska/9BM7118R1/2009,A/northern pintail/Interior Alaska/9BM9153R0/2009,1.0,1
3431,full_complement,7.873953,0.979706,0.984888,0.984658,0.981395,0.977109,0.981172,0.9909,0.994125,A/swine/Georgia/02604/2009,A/swine/Minnesota/00611/2005,1.0,1
3432,full_complement,7.99814,1.0,1.0,1.0,1.0,1.0,0.999304,1.0,0.998836,A/Managua/4456.02/2010,A/Managua/2145.01/2010,1.0,1
3433,full_complement,7.948292000000001,0.99386,0.99473,0.994886,0.992945,0.992739,0.995046,0.996951,0.987135,A/swine/Hong Kong/3001/2009,A/swine/Hong Kong/NS1179/2007,1.0,1
3434,reassortant,7.953875,,,,0.981775,,0.985106,,,A/swine/Guangdong/1361/2010,A/swine/Hong Kong/NS1179/2007,0.5,1
3435,full_complement,7.809995,0.984649,0.977602,0.9814039999999999,0.97766,0.987976,0.946099,0.972505,0.9821,A/swine/Hong Kong/146/2012,A/swine/Hong Kong/NS1179/2007,1.0,1
3436,full_complement,7.809701,0.984211,0.97892,0.980939,0.97766,0.987976,0.94539,0.972505,0.9821,A/swine/Hong Kong/126/2012,A/swine/Hong Kong/NS1179/2007,1.0,1
3437,reassortant,7.9548760000000005,,,,0.982951,,0.985106,,,A/swine/Guangdong/1437/2010,A/swine/Hong Kong/NS1179/2007,0.5,1
3438,reassortant,7.842980000000001,,,,0.974133,,,,,A/swine/Korea/CY0423-12/2013,A/swine/Hong Kong/NS1179/2007,0.5,1
3439,full_complement,7.8086199999999995,0.983333,0.97892,0.9814039999999999,0.97766,0.987308,0.94539,0.972505,0.9821,A/swine/Hong Kong/141/2012,A/swine/Hong Kong/NS1179/2007,1.0,1
3440,reassortant,7.843445,,,,0.974133,,,,,A/swine/Korea/CY0423-33/2013,A/swine/Hong Kong/NS1179/2007,0.5,1
3441,reassortant,7.95563,,,,0.982951,,0.985106,,,A/swine/Guangdong/1397/2010,A/swine/Hong Kong/NS1179/2007,0.5,1
3442,full_complement,7.810875,0.984211,0.97892,0.9814039999999999,0.97766,0.987976,0.946099,0.972505,0.9821,A/swine/Hong Kong/128/2012,A/swine/Hong Kong/NS1179/2007,1.0,1
3443,reassortant,7.956069,,,,0.982951,,0.985106,,,A/swine/Guangdong/1367/2010,A/swine/Hong Kong/NS1179/2007,0.5,1
3444,reassortant,7.95521,,,,0.982363,,0.984397,,,A/swine/Guangdong/1436/2010,A/swine/Hong Kong/NS1179/2007,0.5,1
3445,reassortant,7.956069,,,,0.982951,,0.985106,,,A/swine/Guangdong/1434/2010,A/swine/Hong Kong/NS1179/2007,0.5,1
3446,reassortant,7.956069,,,,0.982951,,0.985106,,,A/swine/Guangdong/1409/2010,A/swine/Hong Kong/NS1179/2007,0.5,1
3447,reassortant,7.956069,,,,0.982951,,0.985106,,,A/swine/Guangdong/1408/2010,A/swine/Hong Kong/NS1179/2007,0.5,1
3448,reassortant,7.956069,,,,0.982951,,0.985106,,,A/swine/Guangdong/1430/2010,A/swine/Hong Kong/NS1179/2007,0.5,1
3449,reassortant,7.954142,,,,0.982363,,0.984397,,,A/swine/Guangdong/1425/2010,A/swine/Hong Kong/NS1179/2007,0.5,1
3450,full_complement,7.809701,0.984211,0.97892,0.980939,0.97766,0.987976,0.94539,0.972505,0.9821,A/swine/Hong Kong/NS52/2012,A/swine/Hong Kong/NS1179/2007,1.0,1
3451,full_complement,7.964482,0.996491,0.998243,0.995351,0.998236,0.99868,0.993631,0.998984,0.984866,A/swine/Hong Kong/61/2008,A/swine/Hong Kong/NS1179/2007,1.0,1
3452,full_complement,7.810434,0.984649,0.978041,0.9814039999999999,0.97766,0.987976,0.946099,0.972505,0.9821,A/swine/Hong Kong/NS5/2012,A/swine/Hong Kong/NS1179/2007,1.0,1
3453,full_complement,7.81041,0.984211,0.97892,0.980939,0.97766,0.987976,0.946099,0.972505,0.9821,A/swine/Hong Kong/139/2012,A/swine/Hong Kong/NS1179/2007,1.0,1
3454,reassortant,7.83015,0.960526,0.971454,,,0.953908,,0.988798,,A/northern pintail/Akita/714/2006,A/mallard/Jiangxi/10071/2005,0.5,1
3455,reassortant,7.806493,,0.947644,0.939269,0.977259,,0.986525,,,A/ruddy turnstone/Delaware Bay/39/1994,A/mallard/Ohio/94/1993,0.5,1
3456,reassortant,7.639528,,,,,0.958584,,0.959267,0.9486870000000001,A/chicken/TX/298313/04,A/mallard/Ohio/94/1993,0.5,1
3457,full_complement,7.995951,1.0,0.999567,0.999088,0.999424,1.0,0.997872,1.0,1.0,A/Boston/YGA_01118/2013,A/Boston/DOA2-122/2012,1.0,1
3458,full_complement,7.994718000000001,0.999567,1.0,0.999544,0.999424,0.998048,0.999291,1.0,0.998844,A/Boston/YGA_01131/2013,A/Boston/DOA2-122/2012,1.0,1
3459,full_complement,7.997803,1.0,1.0,0.999088,0.999424,1.0,0.999291,1.0,1.0,A/Boston/DOA2-207/2013,A/Boston/DOA2-122/2012,1.0,1
3460,full_complement,7.994860000000001,0.998701,1.0,0.999544,0.998273,0.999349,1.0,0.998993,1.0,A/Boston/YGA_01097/2012,A/Boston/DOA2-122/2012,1.0,1
3461,full_complement,7.990170000000001,0.998701,0.998268,0.999544,0.997121,0.998699,1.0,0.998993,0.998844,A/Boston/DOA2-209/2012,A/Boston/DOA2-122/2012,1.0,1
3462,full_complement,7.996095,1.0,0.999567,0.999544,0.998849,1.0,0.999291,1.0,0.998844,A/Boston/DOA2-243/2013,A/Boston/DOA2-122/2012,1.0,1
3463,full_complement,7.994802,0.999567,0.999134,0.999544,0.998273,1.0,0.999291,0.998993,1.0,A/Boston/YGA_01100/2012,A/Boston/DOA2-122/2012,1.0,1
3464,full_complement,7.992239,0.998701,0.999567,0.999088,0.998849,0.998048,1.0,0.997986,1.0,A/Boston/YGA_01137/2013,A/Boston/DOA2-122/2012,1.0,1
3465,full_complement,7.993107999999999,0.999134,0.999134,0.999088,0.999424,0.999349,1.0,0.996979,1.0,A/Boston/DOA2-203/2012,A/Boston/DOA2-122/2012,1.0,1
3466,full_complement,7.994711000000001,0.998268,0.998701,0.999544,0.998849,0.999349,1.0,1.0,1.0,A/Boston/YGA_01120/2013,A/Boston/DOA2-122/2012,1.0,1
3467,full_complement,7.990601,0.992208,1.0,0.999544,0.998849,1.0,1.0,1.0,1.0,A/Boston/YGA_01066/2012,A/Boston/DOA2-122/2012,1.0,1
3468,full_complement,7.997018,0.998701,1.0,0.999544,0.999424,0.999349,1.0,1.0,1.0,A/Boston/DOA2-241/2013,A/Boston/DOA2-122/2012,1.0,1
3469,full_complement,7.733860999999999,0.92599,0.997409,0.996365,0.991274,0.929221,0.951117,0.979042,0.963443,A/northern shoveler/Interior Alaska/9BM1447R2/2009,A/northern pintail/Interior Alaska/8BM2046R1/2008,1.0,1
3470,full_complement,7.9943990000000005,0.999568,1.0,0.999091,0.997091,0.999347,0.999302,1.0,1.0,A/mallard/Interior Alaska/8MP0547/2008,A/northern pintail/Interior Alaska/8BM2046R1/2008,1.0,1
3471,reassortant,7.845098,,0.996114,,,,,,,A/duck/China/J1/2012,A/northern pintail/Interior Alaska/8BM2046R1/2008,0.25,1
3472,reassortant,7.991429,,0.999568,,0.998832,,,0.998004,,A/ruddy turnstone/Delaware/2368/1988,A/ruddy turnstone/DE/512/1988,0.25,1
3473,full_complement,7.997222,1.0,1.0,1.0,1.0,1.0,0.997222,1.0,1.0,A/shorebird/Delaware Bay/718/1988,A/ruddy turnstone/DE/512/1988,1.0,1
3474,full_complement,7.999544,1.0,1.0,0.999544,1.0,1.0,1.0,1.0,1.0,A/Managua/2912.04/2010,A/Managua/1167.03/2010,0.125,1
3475,full_complement,7.998893000000001,1.0,1.0,0.999544,1.0,0.999349,1.0,1.0,1.0,A/Managua/1645.03/2010,A/Managua/1167.03/2010,0.14285714285714285,1
3476,full_complement,7.996560999999999,1.0,1.0,1.0,0.999422,1.0,0.999304,0.998999,0.998836,A/Managua/5871.02/2010,A/Managua/1167.03/2010,0.125,1
3477,full_complement,7.997653999999999,0.999567,1.0,0.999088,1.0,1.0,1.0,0.998999,1.0,A/Managua/4009.02/2010,A/Managua/1167.03/2010,0.125,1
3478,full_complement,7.998678,0.999567,0.999567,0.999544,1.0,1.0,1.0,1.0,1.0,A/Managua/1856.03/2010,A/Managua/1167.03/2010,0.125,1
3479,full_complement,7.999304,1.0,1.0,1.0,1.0,1.0,0.999304,1.0,1.0,A/Managua/90.01/2010,A/Managua/1167.03/2010,0.3333333333333333,1
3480,full_complement,7.998222,0.999134,1.0,0.999088,1.0,1.0,1.0,1.0,1.0,A/Managua/4218.02/2010,A/Managua/1167.03/2010,0.125,1
3481,full_complement,7.99438,0.998273,1.0,1.0,0.998817,1.0,0.9993,0.99799,1.0,A/mallard/Sweden/1962/2003,A/mallard/Sweden/3269/2003,1.0,1
3482,full_complement,7.99438,0.998273,1.0,1.0,0.998817,1.0,0.9993,0.99799,1.0,A/mallard/Sweden/1967/2003,A/mallard/Sweden/3269/2003,1.0,1
3483,full_complement,7.993064,0.998705,1.0,1.0,0.998225,1.0,0.9993,0.99799,0.998844,A/mallard/Sweden/3331/2003,A/mallard/Sweden/3269/2003,1.0,1
3484,full_complement,7.994812,0.998705,1.0,1.0,0.998817,1.0,0.9993,0.99799,1.0,A/mallard/Sweden/1965/2003,A/mallard/Sweden/3269/2003,1.0,1
3485,full_complement,7.993064,0.998705,1.0,1.0,0.998225,1.0,0.9993,0.99799,0.998844,A/mallard/Sweden/3329/2003,A/mallard/Sweden/3269/2003,1.0,1
3486,full_complement,7.9106749999999995,0.98494,0.991022,0.98745,0.984234,0.990397,0.986409,0.993184,0.993039,A/Vietnam/UT36282/2010,A/Vietnam/UT36236/2010,1.0,1
3487,full_complement,7.729152999999999,0.9618720000000001,0.971329,0.947464,0.975639,0.933944,0.98237,0.973896,0.982639,A/mallard/Portugal/83695/2009,A/mallard/Sweden/4932/2004,1.0,1
3488,reassortant,7.7645159999999995,,0.976253,0.966527,,0.95658,0.98156,,0.984487,A/chicken/Eastern China/43/2007,A/mallard/Sweden/4932/2004,0.5,1
3489,reassortant,7.8405759999999995,,0.974934,,0.986334,,0.978014,0.978916,0.979167,A/baikal teal/Xianghai/421/2011,A/mallard/Sweden/4932/2004,0.5,1
3490,reassortant,7.826051,,0.98197,,,0.95658,0.977305,,0.984487,A/chicken/Eastern China/42/2007,A/mallard/Sweden/4932/2004,0.5,1
3491,reassortant,7.812378000000001,,0.98197,,,0.95658,0.976596,,0.984487,A/chicken/Eastern China/44/2007,A/mallard/Sweden/4932/2004,0.5,1
3492,reassortant,7.798999,,0.98153,,,0.955912,0.951773,,0.984487,A/chicken/Eastern China/45/2007,A/mallard/Sweden/4932/2004,0.5,1
3493,reassortant,7.793757000000001,,,0.969515,0.887701,,0.979433,,,A/white-fronted goose/Korea/20-36/2007,A/mallard/Sweden/4932/2004,0.5,1
3494,full_complement,7.722417,0.958027,0.977036,0.947464,0.979204,0.930855,0.95461,0.987952,0.987269,A/mallard/Sweden/99668/2009,A/mallard/Sweden/4932/2004,1.0,1
3495,reassortant,7.785924,0.9646440000000001,0.972807,,,0.976913,,0.985944,0.97852,A/mallard/France/06964/2006,A/mallard/Sweden/4932/2004,0.5,1
3496,reassortant,7.851503000000001,,,0.983402,,,0.98454,0.986762,0.979167,A/mallard/Netherlands/2/2005,A/mallard/Sweden/4932/2004,0.5,1
3497,full_complement,7.7569550000000005,0.917173,0.959413,0.994495,0.996489,0.936198,0.997205,0.960606,0.995376,A/mallard/Wisconsin/4203/2009,A/common goldeneye/Iowa/3192/2009,1.0,1
3498,reassortant,7.984077,,,,,,,1.0,,A/Uganda/MUWRP-137/2009,A/Uganda/MUWRP-094/2009,0.5,1
3499,full_complement,7.831992999999999,0.997833,0.999567,0.99864,0.997126,0.932026,0.929073,0.98004,0.997688,A/mallard/Minnesota/Sg-00929/2008,A/mallard/Minnesota/Sg-00589/2008,1.0,1
3500,full_complement,7.9762759999999995,0.997833,0.997404,0.994543,0.997126,0.995425,0.995101,1.0,0.998844,A/mallard/Minnesota/Sg-00831/2008,A/mallard/Minnesota/Sg-00589/2008,1.0,1
3501,reassortant,7.6982230000000005,0.964162,,0.991272,,,,,0.981395,A/chicken/FL/25717/1993,A/guinea fowl/New Jersey/30701/1991,0.5,1
3502,reassortant,7.767728,0.963731,0.965889,,0.981998,,0.975694,,,A/chicken/New Jersey/16264-16/1995,A/guinea fowl/New Jersey/30701/1991,0.5,1
3503,full_complement,7.986542,0.99693,0.99912,0.998605,1.0,1.0,0.997854,1.0,0.9940329999999999,A/chicken/Dongguan/1318/2014,A/chicken/Dongguan/449/2014,1.0,1
3504,full_complement,7.991439,0.997807,0.99912,1.0,1.0,1.0,0.999285,1.0,0.995227,A/chicken/Dongguan/1307/2014,A/chicken/Dongguan/449/2014,1.0,1
3505,full_complement,7.987021,0.997368,0.99912,0.998605,0.999406,0.999332,1.0,0.997963,0.995227,A/silkie chicken/Dongguan/1268/2014,A/chicken/Dongguan/449/2014,1.0,1
3506,full_complement,7.990593,0.998246,0.99956,1.0,0.997623,1.0,0.998569,0.998982,0.997613,A/chicken/Dongguan/1393/2014,A/chicken/Dongguan/449/2014,1.0,1
3507,full_complement,7.993908,0.998246,0.99956,1.0,1.0,0.999332,1.0,0.997963,0.998807,A/chicken/Dongguan/1188/2014,A/chicken/Dongguan/449/2014,1.0,1
3508,full_complement,7.989602,0.997807,0.99912,0.999535,0.999406,1.0,0.997139,0.998982,0.997613,A/chicken/Dongguan/1382/2014,A/chicken/Dongguan/449/2014,1.0,1
3509,full_complement,7.998722,1.0,1.0,1.0,0.999419,1.0,0.999303,1.0,1.0,A/Canterbury/31/2002,A/Canterbury/47/2002,1.0,1
3510,full_complement,7.996734,1.0,0.998682,0.99907,1.0,1.0,1.0,0.998982,1.0,A/chicken/Jiangxi/14515/2014,A/chicken/Jiangxi/13564/2014,1.0,1
3511,full_complement,7.7330060000000005,0.980263,0.971441,0.969317,0.95826,0.934536,0.971631,0.982811,0.964747,A/aquatic bird/Korea/CN20/2009,A/northern pintail/California/6495/2008,1.0,1
3512,full_complement,7.997965000000001,1.0,1.0,0.999544,0.999422,1.0,1.0,0.998999,1.0,A/Chicago/YGA_04198/2013,A/Chicago/YGA_04086/2012,0.5,1
3513,full_complement,7.994659,0.999135,0.999136,1.0,1.0,0.9987,1.0,1.0,0.997688,A/Chicago/YGA_04120/2012,A/Chicago/YGA_04086/2012,0.5,1
3514,full_complement,7.997984,1.0,0.999135,0.999544,1.0,1.0,0.999305,1.0,1.0,A/Peru/PER078/2012,A/Peru/PER236/2012,1.0,1
3515,full_complement,7.998388,1.0,1.0,0.999544,1.0,1.0,1.0,1.0,0.998844,A/Peru/PER389/2012,A/Peru/PER236/2012,1.0,1
3516,full_complement,7.991344999999999,0.999561,1.0,0.997675,0.997648,0.998664,1.0,0.998982,0.998815,A/Lima/WRAIR0672F/2009,A/Piura/WRAIR0603F/2009,1.0,1
3517,reassortant,7.8801120000000004,0.974093,0.991796,,,,0.997915,0.976048,,A/mallard/Iowa/10OS2721/2010,A/mallard/Wisconsin/10OS1604/2010,0.5,1
3518,full_complement,7.994376,0.999132,1.0,0.999543,0.99942,0.998694,0.998603,0.998984,1.0,A/New York/803/1993,A/New York/802/1993,1.0,1
3519,full_complement,7.989178,0.999132,0.997394,0.999543,0.998838,0.99804,0.998603,1.0,0.997628,A/New York/791/1993,A/New York/802/1993,1.0,1
3520,full_complement,7.993,0.999132,1.0,1.0,0.99942,0.99804,0.998603,0.998984,0.998821,A/New York/768/1993,A/New York/802/1993,1.0,1
3521,full_complement,7.993518999999999,0.998692,0.999129,1.0,0.99942,0.998694,0.9986,0.998984,1.0,A/New York/798/1993,A/New York/802/1993,1.0,1
3522,full_complement,7.997008,0.999132,0.999566,0.999543,0.99942,0.999347,1.0,1.0,1.0,A/New York/781/1993,A/New York/802/1993,1.0,1
3523,full_complement,7.995445999999999,0.999134,0.999134,0.999544,1.0,0.99935,0.999291,0.998993,1.0,A/Boston/YGA_02027/2013,A/Boston/DOA2-233/2013,1.0,1
3524,full_complement,7.990273999999999,0.998684,0.997835,0.998631,0.998849,0.9987,0.998582,0.998993,1.0,A/Houston/JMM_125/2013,A/Boston/DOA2-233/2013,1.0,1
3525,full_complement,7.999423999999999,1.0,1.0,1.0,0.999424,1.0,1.0,1.0,1.0,A/Boston/DOA2-186/2013,A/Boston/DOA2-233/2013,1.0,1
3526,full_complement,7.989531,0.999568,0.998705,0.998151,0.997651,0.998701,0.997911,1.0,0.998844,A/shorebird/Delaware Bay/200/2001,A/shorebird/Delaware Bay/102/2001,0.5,1
3527,full_complement,7.98532,0.998705,0.997409,0.999538,0.996477,0.998052,0.998607,1.0,0.996532,A/shorebird/Delaware Bay/134/2001,A/shorebird/Delaware Bay/102/2001,0.5,1
3528,full_complement,7.999567,0.999567,1.0,1.0,1.0,1.0,1.0,1.0,1.0,A/Malaysia/1965896/2008,A/Malaysia/1963888/2008,1.0,1
3529,reassortant,7.840876,0.967617,0.979257,,,,0.995836,0.986028,0.983815,A/mallard/Sweden/274/2002,A/mallard/Sweden/223/2002,0.5,1
3530,full_complement,7.802503000000001,0.985751,0.974503,0.941364,0.976868,0.972078,0.997224,0.972056,0.982659,A/mallard/Sweden/737/2002,A/mallard/Sweden/223/2002,1.0,1
3531,reassortant,7.811687999999999,0.975335,0.984842,,0.954923,0.955195,,,0.964079,A/Eurasian wigeon/Netherlands/4/2007,A/mallard/Sweden/223/2002,0.5,1
3532,reassortant,7.803203,0.976316,0.98946,,,0.982632,,0.9654469999999999,0.979929,A/garganey/Altai/1213/2007,A/mallard/Sweden/223/2002,0.5,1
3533,reassortant,7.741319000000001,0.977932,0.94517,,0.978836,0.935714,,0.988024,0.986111,A/mallard/Sweden/1417/2002,A/mallard/Sweden/223/2002,0.5,1
3534,reassortant,7.638874,0.979706,0.955895,,0.908501,0.975325,,0.973054,0.976879,A/mallard/Sweden/233/2002,A/mallard/Sweden/223/2002,0.5,1
3535,full_complement,7.997109000000001,1.0,0.998263,0.999543,1.0,1.0,0.999303,1.0,1.0,A/Whanganui/128/2004,A/Canterbury/103/2004,1.0,1
3536,reassortant,7.811625,,,,0.967972,0.9799599999999999,,,0.972554,A/duck/Jiangxi/27314/2012,A/domestic duck/Republic of Georgia/2/2010,0.25,1
3537,full_complement,7.999346,1.0,1.0,1.0,1.0,0.999346,1.0,1.0,1.0,A/mallard/Sweden/51726/2006,A/mallard/Sweden/51619/2006,1.0,1
3538,reassortant,7.844633,0.985696,0.935903,0.963315,,0.994118,,,0.979191,A/northern shoveler/California/3483/2010,A/northern shoveler/Illinois/10OS3619/2010,0.5,1
3539,full_complement,7.927099999999999,0.997399,0.986183,0.991395,0.991223,0.994805,0.990155,0.984032,0.991908,A/northern shoveler/Illinois/11OS5680/2011,A/northern shoveler/Illinois/10OS3619/2010,1.0,1
3540,reassortant,7.859561,0.991764,0.990929,0.991848,0.973084,,,,0.981503,A/mallard/Missouri/10MO0550/2010,A/northern shoveler/Illinois/10OS3619/2010,0.5,1
3541,full_complement,7.950528,0.995665,0.994387,0.991395,0.991223,0.993506,0.992968,0.996008,0.995376,A/mallard/Missouri/10MO0333/2010,A/northern shoveler/Illinois/10OS3619/2010,1.0,1
3542,full_complement,7.844871,0.899436,0.993092,0.991848,0.989468,0.995455,0.990858,0.987026,0.997688,A/mallard/Illinois/12OS4468/2012,A/northern shoveler/Illinois/10OS3619/2010,1.0,1
3543,full_complement,7.760706,0.924144,0.958117,0.991848,0.971328,0.995455,0.937412,0.987026,0.995376,A/mallard/Wisconsin/11OS3338/2011,A/northern shoveler/Illinois/10OS3619/2010,1.0,1
3544,full_complement,7.889551000000001,0.996099,0.995682,0.992754,0.992393,0.927273,0.992968,0.997006,0.995376,A/American green-winged teal/Mississippi/11OS257/2011,A/northern shoveler/Illinois/10OS3619/2010,1.0,1
3545,full_complement,7.9900400000000005,0.997833,0.998265,0.998177,0.997121,0.999346,0.999298,1.0,1.0,A/Boston/40/2009,A/Boston/16/2009,1.0,1
3546,full_complement,7.983757,0.996532,0.997831,0.999088,0.997121,0.998037,0.999298,0.997006,0.998844,A/California/VRDL242/2009,A/Boston/16/2009,1.0,1
3547,full_complement,7.992714,0.999568,0.999137,1.0,0.998858,0.998702,0.998603,0.999002,0.998844,A/Helsinki/359M/2014,A/Finland/44/2014,1.0,1
3548,full_complement,7.995923,1.0,0.999568,1.0,0.998858,0.999351,0.999302,1.0,0.998844,A/Helsinki/347M/2014,A/Finland/44/2014,1.0,1
3549,full_complement,8.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,A/Boston/YGA_01208/2013,A/Boston/YGA_01204/2013,0.5,1
3550,full_complement,7.734769,0.908304,0.965428,0.963768,0.979568,0.981169,0.978457,0.98004,0.978035,A/environment/California/6202/2008,A/green-winged teal/Interior Alaska/7MP1672R1/2007,1.0,1
3551,full_complement,7.829569,0.999123,1.0,0.963273,0.99823,0.891116,0.997175,0.980652,1.0,A/northern shoveler/Alaska/7MP0954/2007,A/green-winged teal/Interior Alaska/7MP1672R1/2007,1.0,1
3552,reassortant,7.751183000000001,0.96658,0.96933,,,0.981169,,0.98004,0.993064,A/ruddy turnstone/NJ/335/2005,A/mallard/Alberta/65/2004,0.5,1
3553,reassortant,7.690967,,0.978537,0.966483,,,,0.967513,0.991706,A/common murre/Oregon/19497-004/2005,A/mallard/Alberta/65/2004,0.5,1
3554,full_complement,7.718319,0.965712,0.963299,0.959016,0.973576,0.971261,0.952547,0.971058,0.96185,A/shorebird/Delaware Bay/132/2009,A/mallard/Alberta/65/2004,1.0,1
