Collector Institution	Collection Date	Country	State / Province	Host Species	Host Common Name	Subtype	Flu Test Status	Type	Strain Name	Contact Email Address	Bird Behavior	Age	Health	
Jahangirnagar University, Bangladesh	02/19/2011	Bangladesh	Dhaka	Coturnix sp.	Quail	H9N2	Positive	A	A/environment/Bangladesh/10306/2011(H9N2)	fluquery@yahoo.com	Domestic	Undetermined	Healthy	
Jahangirnagar University, Bangladesh	02/19/2011	Bangladesh	Dhaka	Coturnix sp.	Quail	H9N2	Positive	A	A/environment/Bangladesh/10307/2011(H9N2)	fluquery@yahoo.com	Domestic	Undetermined	Healthy	
Jahangirnagar University, Bangladesh	02/19/2011	Bangladesh	Dhaka	Coturnix sp.	Quail	H9N2	Positive	A	A/environment/Bangladesh/10313/2011(H9N2)	fluquery@yahoo.com	Domestic	Undetermined	Healthy	
National Centre for Animal Health, Bhutan	02/14/2012	Bhutan	Unknown	Gallus gallus domesticus	Domestic Chicken	H5N1	Positive	A	A/chicken/Bhutan/257/2012(H5N1)	fluquery@yahoo.com	Domestic	Adult	Healthy	
National Centre for Animal Health, Bhutan	10/11/2012	Bhutan	Chukha	Env	Environment	H5N1	Positive	A	A/chicken/Bhutan/936/2012(H5N1)	fluquery@yahoo.com	Domestic	Undetermined	Undetermined	
National Centre for Animal Health, Bhutan	02/14/2012	Bhutan	Unknown	Gallus gallus domesticus	Domestic Chicken	H5N1	Positive	A	A/chicken/Bhutan/259/2012(H5N1)	fluquery@yahoo.com	Domestic	Adult	Dead	
National Centre for Animal Health, Bhutan	02/14/2012	Bhutan	Unknown	Gallus gallus domesticus	Domestic Chicken	H5N1	Positive	A	A/chicken/Bhutan/260/2012(H5N1)	fluquery@yahoo.com	Domestic	Adult	Dead	
National Centre for Animal Health, Bhutan	02/11/2012	Bhutan	Unknown	Gallus gallus domesticus	Domestic Chicken	H5N1	Positive	A	A/chicken/Bhutan/297/2012(H5N1)	fluquery@yahoo.com	Domestic	Adult	Dead	
National Centre for Animal Health, Bhutan	02/11/2012	Bhutan	Unknown	Gallus gallus domesticus	Domestic Chicken	H5N1	Positive	A	A/chicken/Bhutan/298/2012(H5N1)	fluquery@yahoo.com	Domestic	Adult	Dead	
National Centre for Animal Health, Bhutan	01/29/2012	Bhutan	Unknown	Gallus gallus domesticus	Domestic Chicken	H5N1	Positive	A	A/chicken/Bhutan/345/2012(H5N1)	fluquery@yahoo.com	Domestic	Adult	Dead	
National Centre for Animal Health, Bhutan	01/29/2012	Bhutan	Unknown	Gallus gallus domesticus	Domestic Chicken	H5N1	Positive	A	A/chicken/Bhutan/346/2012(H5N1)	fluquery@yahoo.com	Domestic	Adult	Dead	
National Centre for Animal Health, Bhutan	01/29/2012	Bhutan	Unknown	Gallus gallus domesticus	Domestic Chicken	H5N1	Positive	A	A/chicken/Bhutan/347/2012(H5N1)	fluquery@yahoo.com	Domestic	Adult	Dead	
National Centre for Animal Health, Bhutan	01/29/2012	Bhutan	Unknown	Gallus gallus domesticus	Domestic Chicken	H5N1	Positive	A	A/chicken/Bhutan/349/2012(H5N1)	fluquery@yahoo.com	Domestic	Adult	Dead	
National Centre for Animal Health, Bhutan	01/08/2012	Bhutan	Unknown	Gallus gallus domesticus	Domestic Chicken	H5N1	Positive	A	A/chicken/Bhutan/367/2012(H5N1)	fluquery@yahoo.com	Domestic	Adult	Sick	
National Centre for Animal Health, Bhutan	03/18/2012	Bhutan	Unknown	Gallus gallus domesticus	Domestic Chicken	H5N1	Positive	A	A/chicken/Bhutan/1026/2012(H5N1)	fluquery@yahoo.com	Domestic	Adult	Sick	
National Centre for Animal Health, Bhutan	03/18/2012	Bhutan	Unknown	Gallus gallus domesticus	Domestic Chicken	H5N1	Positive	A	A/chicken/Bhutan/1028/2012(H5N1)	fluquery@yahoo.com	Domestic	Adult	Sick	
National Centre for Animal Health, Bhutan	03/18/2012	Bhutan	Unknown	Gallus gallus domesticus	Domestic Chicken	H5N1	Positive	A	A/chicken/Bhutan/1029/2012(H5N1)	fluquery@yahoo.com	Domestic	Adult	Dead	
National Centre for Animal Health, Bhutan	03/18/2012	Bhutan	Unknown	Gallus gallus domesticus	Domestic Chicken	H5N1	Positive	A	A/chicken/Bhutan/1030/2012(H5N1)	fluquery@yahoo.com	Domestic	Adult	Sick	
National Centre for Animal Health, Bhutan	03/18/2012	Bhutan	Unknown	Gallus gallus domesticus	Domestic Chicken	H5N1	Positive	A	A/chicken/Bhutan/1031/2012(H5N1)	fluquery@yahoo.com	Domestic	Adult	Dead	
National Centre for Animal Health, Bhutan	01/30/2012	Bhutan	Chukha	Anas sp.	Duck	H5N1	Positive	A	A/yellow billed duck/Bhutan/358/2012(H5N1)	fluquery@yahoo.com	Domestic	Adult	Sick	
National Centre for Animal Health, Bhutan	11/04/2009	Bhutan	Unknown	Gallus gallus domesticus	Domestic Chicken	H5N1	Positive	A	A/chicken/Bhutan/1/2010(H5N1)	fluquery@yahoo.com	Domestic	Undetermined	Dead	
National Centre for Animal Health, Bhutan	11/04/2009	Bhutan	Unknown	Gallus gallus domesticus	Domestic Chicken	H5N1	Positive	A	A/chicken/Bhutan/4/2010(H5N1)	fluquery@yahoo.com	Domestic	Undetermined	Undetermined	
National Centre for Animal Health, Bhutan	01/31/2012	Bhutan	Unknown	Env	Environment	H5N1	Positive	A	A/wild bird/Bhutan/357/2012(H5N1)	fluquery@yahoo.com	Wild	Undetermined	Dead	
National Centre for Animal Health, Bhutan	02/14/2012	Bhutan	Chukha	Env	Environment	H5N1	Positive	A	A/chicken/Bhutan/265/2012(H5N1)	fluquery@yahoo.com	Domestic	Adult	Sick	
National Centre for Animal Health, Bhutan	02/29/2012	Bhutan	Chukha	Env	Environment	H5N1	Positive	A	A/wild bird/Bhutan/308/2012(H5N1)	fluquery@yahoo.com	Wild	Undetermined	Dead	
National Centre for Animal Health, Bhutan	01/15/2012	Bhutan	Chukha	Env	Environment	H5N1	Positive	A	A/chicken/Bhutan/317/2012(H5N1)	fluquery@yahoo.com	Domestic	Adult	Sick	
National Centre for Animal Health, Bhutan	01/27/2012	Bhutan	Chukha	Env	Environment	H5N1	Positive	A	A/wild bird/Bhutan/325/2012(H5N1)	fluquery@yahoo.com	Wild	Undetermined	Undetermined	
National Centre for Animal Health, Bhutan	01/27/2012	Bhutan	Chukha	Env	Environment	H5N1	Positive	A	A/wild bird/Bhutan/326/2012(H5N1)	fluquery@yahoo.com	Wild	Undetermined	Undetermined	
National Centre for Animal Health, Bhutan	01/27/2012	Bhutan	Chukha	Env	Environment	H5N1	Positive	A	A/wild bird/Bhutan/327/2012(H5N1)	fluquery@yahoo.com	Wild	Undetermined	Undetermined	
National Centre for Animal Health, Bhutan	01/27/2012	Bhutan	Chukha	Env	Environment	H5N1	Positive	A	A/wild bird/Bhutan/328/2012(H5N1)	fluquery@yahoo.com	Wild	Undetermined	Undetermined	
National Centre for Animal Health, Bhutan	01/27/2012	Bhutan	Chukha	Env	Environment	H5N1	Positive	A	A/wild bird/Bhutan/329/2012(H5N1)	fluquery@yahoo.com	Wild	Undetermined	Undetermined	
National Centre for Animal Health, Bhutan	01/27/2012	Bhutan	Chukha	Env	Environment	H5N1	Positive	A	A/chicken/Bhutan/330/2012(H5N1)	fluquery@yahoo.com	Domestic	Adult	Sick	
National Centre for Animal Health, Bhutan	01/27/2012	Bhutan	Chukha	Env	Environment	H5N1	Positive	A	A/chicken/Bhutan/331/2012(H5N1)	fluquery@yahoo.com	Domestic	Adult	Sick	
National Centre for Animal Health, Bhutan	01/30/2012	Bhutan	Chukha	Env	Environment	H5N1	Positive	A	A/chicken/Bhutan/352/2012(H5N1)	fluquery@yahoo.com	Domestic	Adult	Undetermined	
National Centre for Animal Health, Bhutan	01/30/2012	Bhutan	Wangdiphodrang	Env	Environment	H5N1	Positive	A	A/wild bird/Bhutan/356/2012(H5N1)	fluquery@yahoo.com	Domestic	Adult	Undetermined	
National Centre for Animal Health, Bhutan	01/30/2012	Bhutan	Chukha	Env	Environment	H5N1	Positive	A	A/chicken/Bhutan/359/2012(H5N1)	fluquery@yahoo.com	Domestic	Adult	Sick	
National Centre for Animal Health, Bhutan	01/16/2012	Bhutan	Thimphu	Env	Environment	H5N1	Positive	A	A/chicken/Bhutan/406/2012(H5N1)	fluquery@yahoo.com	Domestic	Adult	Sick	
National Centre for Animal Health, Bhutan	01/16/2012	Bhutan	Thimphu	Env	Environment	H5N1	Positive	A	A/chicken/Bhutan/407/2012(H5N1)	fluquery@yahoo.com	Domestic	Adult	Sick	
National Centre for Animal Health, Bhutan	02/18/2012	Bhutan	Chukha	Env	Environment	H5N1	Positive	A	A/chicken/Bhutan/413/2012(H5N1)	fluquery@yahoo.com	Domestic	Adult	Dead	
National Centre for Animal Health, Bhutan	02/18/2012	Bhutan	Chukha	Env	Environment	H5N1	Positive	A	A/chicken/Bhutan/414/2012(H5N1)	fluquery@yahoo.com	Domestic	Adult	Dead	
National Centre for Animal Health, Bhutan	02/18/2012	Bhutan	Chukha	Env	Environment	H5N1	Positive	A	A/chicken/Bhutan/415/2012(H5N1)	fluquery@yahoo.com	Domestic	Adult	Dead	
National Centre for Animal Health, Bhutan	02/18/2012	Bhutan	Chukha	Env	Environment	H5N1	Positive	A	A/chicken/Bhutan/416/2012(H5N1)	fluquery@yahoo.com	Domestic	Adult	Sick	
National Centre for Animal Health, Bhutan	02/18/2012	Bhutan	Chukha	Env	Environment	H5N1	Positive	A	A/chicken/Bhutan/417/2012(H5N1)	fluquery@yahoo.com	Domestic	Adult	Sick	
National Centre for Animal Health, Bhutan	02/18/2012	Bhutan	Chukha	Env	Environment	H5N1	Positive	A	A/chicken/Bhutan/418/2012(H5N1)	fluquery@yahoo.com	Domestic	Adult	Sick	
National Centre for Animal Health, Bhutan	01/23/2012	Bhutan	Chukha	Env	Environment	H5N1	Positive	A	A/chicken/Bhutan/505/2012(H5N1)	fluquery@yahoo.com	Domestic	Adult	Sick	
National Centre for Animal Health, Bhutan	01/23/2012	Bhutan	Chukha	Env	Environment	H5N1	Positive	A	A/chicken/Bhutan/507/2012(H5N1)	fluquery@yahoo.com	Domestic	Adult	Sick	
National Centre for Animal Health, Bhutan	09/10/2012	Bhutan	Chukha	Env	Environment	H5N1	Positive	A	A/chicken/Bhutan/933/2012(H5N1)	fluquery@yahoo.com	Domestic	Undetermined	Undetermined	
National Centre for Animal Health, Bhutan	09/10/2012	Bhutan	Chukha	Env	Environment	H5N1	Positive	A	A/chicken/Bhutan/934/2012(H5N1)	fluquery@yahoo.com	Domestic	Undetermined	Undetermined	
National Centre for Animal Health, Bhutan	10/11/2012	Bhutan	Chukha	Env	Environment	H5N1	Positive	A	A/chicken/Bhutan/935/2012(H5N1)	fluquery@yahoo.com	Domestic	Undetermined	Undetermined	
National Centre for Animal Health, Bhutan	02/14/2012	Bhutan	Unknown	Gallus gallus domesticus	Domestic Chicken	H5N1	Positive	A	A/chicken/Bhutan/258/2012(H5N1)	fluquery@yahoo.com	Domestic	Adult	Healthy	
National Diagnostic and Research Veterinary Medical Institute, Bulgaria	12/16/2008	Bulgaria	Haskovo	Cairina moschata x Anas platyrhynchos	Mule Duck	Mixed	Positive	A	A/mule duck/Bulgaria/127/2008(mixed)	fluquery@yahoo.com	Domestic	Hatch Year	Healthy	
National Diagnostic and Research Veterinary Medical Institute, Bulgaria	03/15/2010	Bulgaria	Varna	Buteo buteo	Eurasian Buzzard	H5N1	Positive	A	A/common buzzard/Bulgaria/38WB/2010(H5N1)	fluquery@yahoo.com	Wild	Undetermined	Dead	
National Diagnostic and Research Veterinary Medical Institute, Bulgaria	11/26/2008	Bulgaria	Stara Zagora	Cairina moschata x Anas platyrhynchos	Mule Duck	H6N2	Positive	A	A/mule duck/Bulgaria/11/2008(H6N2)	fluquery@yahoo.com	Domestic	Hatch Year	Healthy	
National Diagnostic and Research Veterinary Medical Institute, Bulgaria	12/09/2008	Bulgaria	Stara Zagora	Cairina moschata x Anas platyrhynchos	Mule Duck	H6N2	Positive	A	A/mule duck/Bulgaria/68/2008(H6N2)	fluquery@yahoo.com	Domestic	Hatch Year	Healthy	
National Diagnostic and Research Veterinary Medical Institute, Bulgaria	12/09/2008	Bulgaria	Stara Zagora	Cairina moschata x Anas platyrhynchos	Mule Duck	H6N2	Positive	A	A/mule duck/Bulgaria/78/2008(H6N2)	fluquery@yahoo.com	Domestic	Hatch Year	Healthy	
National Diagnostic and Research Veterinary Medical Institute, Bulgaria	12/16/2008	Bulgaria	Haskovo	Cairina moschata x Anas platyrhynchos	Mule Duck	H6N2	Positive	A	A/mule duck/Bulgaria/122/2008(H6N2)	fluquery@yahoo.com	Domestic	Hatch Year	Healthy	
National Diagnostic and Research Veterinary Medical Institute, Bulgaria	01/12/2009	Bulgaria	Haskovo	Cairina moschata x Anas platyrhynchos	Mule Duck	H6N2	Positive	A	A/mule duck/Bulgaria/173/2009(H6N2)	fluquery@yahoo.com	Domestic	Hatch Year	Healthy	
National Diagnostic and Research Veterinary Medical Institute, Bulgaria	01/12/2009	Bulgaria	Haskovo	Cairina moschata x Anas platyrhynchos	Mule Duck	H6N2	Positive	A	A/mule duck/Bulgaria/174/2009(H6N2)	fluquery@yahoo.com	Domestic	Hatch Year	Healthy	
National Diagnostic and Research Veterinary Medical Institute, Bulgaria	01/12/2009	Bulgaria	Haskovo	Cairina moschata x Anas platyrhynchos	Mule Duck	Mixed	Positive	A	A/mule duck/Bulgaria/175/2009(mixed)	fluquery@yahoo.com	Domestic	Hatch Year	Healthy	
National Diagnostic and Research Veterinary Medical Institute, Bulgaria	02/09/2009	Bulgaria	Stara Zagora	Cairina moschata x Anas platyrhynchos	Mule Duck	H3N2	Positive	A	A/mule duck/Bulgaria/248/2009(H3N2)	fluquery@yahoo.com	Domestic	Hatch Year	Healthy	
National Diagnostic and Research Veterinary Medical Institute, Bulgaria	02/09/2009	Bulgaria	Stara Zagora	Cairina moschata x Anas platyrhynchos	Mule Duck	H6N2	Positive	A	A/mule duck/Bulgaria/263/2009(H6N2)	fluquery@yahoo.com	Domestic	Hatch Year	Healthy	
National Diagnostic and Research Veterinary Medical Institute, Bulgaria	01/10/2010	Bulgaria	Haskovo	Cairina moschata x Anas platyrhynchos	Mule Duck	H4N2,Mixed	Positive	A	A/mule duck/Bulgaria/61/2010(mixed),A/mule duck/Bulgaria/61/2010(H4N2)	fluquery@yahoo.com	Domestic	Hatch Year	Healthy	
National Diagnostic and Research Veterinary Medical Institute, Bulgaria	01/09/2010	Bulgaria	Haskovo	Cairina moschata x Anas platyrhynchos	Mule Duck	H4N2,Mixed	Positive	A	A/mule duck/Bulgaria/64/2010(mixed),A/mule duck/Bulgaria/64/2010(H4N2)	fluquery@yahoo.com	Domestic	Hatch Year	Healthy	
National Diagnostic and Research Veterinary Medical Institute, Bulgaria	01/12/2010	Bulgaria	Plovdiv	Cairina moschata x Anas platyrhynchos	Mule Duck	H3N6,Mixed	Positive	A	A/mule duck/Bulgaria/87/2010(mixed),A/mule duck/Bulgaria/87/2010(H3N6)	fluquery@yahoo.com	Domestic	Hatch Year	Healthy	
National Diagnostic and Research Veterinary Medical Institute, Bulgaria	01/12/2010	Bulgaria	Plovdiv	Cairina moschata x Anas platyrhynchos	Mule Duck	H3N6	Positive	A	A/mule duck/Bulgaria/88/2010(H3N6)	fluquery@yahoo.com	Domestic	Hatch Year	Healthy	
National Diagnostic and Research Veterinary Medical Institute, Bulgaria	01/13/2010	Bulgaria	Plovdiv	Cairina moschata x Anas platyrhynchos	Mule Duck	H3N6	Positive	A	A/mule duck/Bulgaria/101/2010(H3N6)	fluquery@yahoo.com	Domestic	Hatch Year	Healthy	
National Diagnostic and Research Veterinary Medical Institute, Bulgaria	02/09/2010	Bulgaria	Stara Zagora	Cairina moschata x Anas platyrhynchos	Mule Duck	H6N2	Positive	A	A/mule duck/Bulgaria/156/2010(H6N2)	fluquery@yahoo.com	Domestic	Hatch Year	Healthy	
National Diagnostic and Research Veterinary Medical Institute, Bulgaria	02/09/2010	Bulgaria	Stara Zagora	Cairina moschata x Anas platyrhynchos	Mule Duck	H6N2	Positive	A	A/mule duck/Bulgaria/160/2010(H6N2)	fluquery@yahoo.com	Domestic	Hatch Year	Healthy	
National Diagnostic and Research Veterinary Medical Institute, Bulgaria	02/11/2010	Bulgaria	Plovdiv	Cairina moschata x Anas platyrhynchos	Mule Duck	H6N8,Mixed	Positive	A	A/mule duck/Bulgaria/181/2010(mixed),A/mule duck/Bulgaria/181/2010(H6N8)	fluquery@yahoo.com	Domestic	Hatch Year	Healthy	
National Diagnostic and Research Veterinary Medical Institute, Bulgaria	02/11/2010	Bulgaria	Plovdiv	Cairina moschata x Anas platyrhynchos	Mule Duck	H6N2	Positive	A	A/mule duck/Bulgaria/187/2010(H6N2)	fluquery@yahoo.com	Domestic	Hatch Year	Healthy	
National Diagnostic and Research Veterinary Medical Institute, Bulgaria	02/11/2010	Bulgaria	Plovdiv	Cairina moschata x Anas platyrhynchos	Mule Duck	H4N2	Positive	A	A/mule duck/Bulgaria/188/2010(H4N2)	fluquery@yahoo.com	Domestic	Hatch Year	Healthy	
National Diagnostic and Research Veterinary Medical Institute, Bulgaria	02/06/2010	Bulgaria	Plovdiv	Cairina moschata x Anas platyrhynchos	Mule Duck	Mixed,H3N2	Positive	A	A/mule duck/Bulgaria/203/2010(mixed),A/mule duck/Bulgaria/203/2010(H3N2)	fluquery@yahoo.com	Domestic	Hatch Year	Healthy	
National Diagnostic and Research Veterinary Medical Institute, Bulgaria	03/09/2010	Bulgaria	Stara Zagora	Cairina moschata x Anas platyrhynchos	Mule Duck	H6N8	Positive	A	A/mule duck/Bulgaria/365/2010(H6N8)	fluquery@yahoo.com	Domestic	Hatch Year	Healthy	
National Diagnostic and Research Veterinary Medical Institute, Bulgaria	03/26/2010	Bulgaria	Plovdiv	Cairina moschata x Anas platyrhynchos	Mule Duck	H4N2	Positive	A	A/mule duck/Bulgaria/497/2010(H4N2)	fluquery@yahoo.com	Domestic	Hatch Year	Healthy	
National Diagnostic and Research Veterinary Medical Institute, Bulgaria	03/27/2010	Bulgaria	Plovdiv	Cairina moschata x Anas platyrhynchos	Mule Duck	H6N2,Mixed	Positive	A	A/mule duck/Bulgaria/505/2010(mixed),A/mule duck/Bulgaria/505/2010(H6N2)	fluquery@yahoo.com	Domestic	Hatch Year	Healthy	
National Diagnostic and Research Veterinary Medical Institute, Bulgaria	03/27/2010	Bulgaria	Plovdiv	Cairina moschata x Anas platyrhynchos	Mule Duck	H6N2,H6N6	Positive	A	A/mule duck/Bulgaria/506/2010(H6N2),A/mule duck/Bulgaria/506/2010(H6N6)	fluquery@yahoo.com	Domestic	Hatch Year	Healthy	
National Diagnostic and Research Veterinary Medical Institute, Bulgaria	03/27/2010	Bulgaria	Plovdiv	Cairina moschata x Anas platyrhynchos	Mule Duck	H6N2,Mixed	Positive	A	A/mule duck/Bulgaria/507/2010(mixed),A/mule duck/Bulgaria/507/2010(H6N2)	fluquery@yahoo.com	Domestic	Hatch Year	Healthy	
National Diagnostic and Research Veterinary Medical Institute, Bulgaria	03/30/2010	Bulgaria	Haskovo	Cairina moschata x Anas platyrhynchos	Mule Duck	H4N2	Positive	A	A/mule duck/Bulgaria/596/2010(H4N2)	fluquery@yahoo.com	Domestic	Hatch Year	Healthy	
National Diagnostic and Research Veterinary Medical Institute, Bulgaria	04/12/2010	Bulgaria	Haskovo	Cairina moschata x Anas platyrhynchos	Mule Duck	H6N5	Positive	A	A/mule duck/Bulgaria/674/2010(H6N5)	fluquery@yahoo.com	Domestic	Hatch Year	Healthy	
National Diagnostic and Research Veterinary Medical Institute, Bulgaria	10/22/2011	Bulgaria	Plovdiv	Cairina moschata x Anas platyrhynchos	Mule Duck	H5N2	Positive	A	A/mule duck/Bulgaria/25/2011(H5N2)	fluquery@yahoo.com	Domestic	Undetermined	Healthy	
National Diagnostic and Research Veterinary Medical Institute, Bulgaria	11/21/2011	Bulgaria	Plovdiv	Cairina moschata x Anas platyrhynchos	Mule Duck	H5N2	Positive	A	A/mule duck/Bulgaria/209/2011(H5N2)	fluquery@yahoo.com	Domestic	Undetermined	Healthy	
National Diagnostic and Research Veterinary Medical Institute, Bulgaria	11/23/2011	Bulgaria	Plovdiv	Cairina moschata x Anas platyrhynchos	Mule Duck	H5N2	Positive	A	A/mule duck/Bulgaria/237/2011(H5N2)	fluquery@yahoo.com	Domestic	Undetermined	Healthy	
National Diagnostic and Research Veterinary Medical Institute, Bulgaria	11/23/2011	Bulgaria	Haskovo	Cairina moschata x Anas platyrhynchos	Mule Duck	H5N8	Positive	A	A/mule duck/Bulgaria/328/2011(H5N8)	fluquery@yahoo.com	Domestic	Undetermined	Healthy	
National Diagnostic and Research Veterinary Medical Institute, Bulgaria	01/13/2009	Bulgaria	Haskovo	Cairina moschata x Anas platyrhynchos	Mule Duck	Mixed	Positive	A	A/mule duck/Bulgaria/191-2/2008(mixed)	fluquery@yahoo.com	Domestic	Hatch Year	Healthy	
National Diagnostic and Research Veterinary Medical Institute, Bulgaria	11/26/2008	Bulgaria	Stara Zagora	Cairina moschata x Anas platyrhynchos	Mule Duck	Mixed	Positive	A	A/mule duck/Bulgaria/9/2008(mixed)	fluquery@yahoo.com	Domestic	Hatch Year	Healthy	
National Diagnostic and Research Veterinary Medical Institute, Bulgaria	12/09/2008	Bulgaria	Stara Zagora	Cairina moschata x Anas platyrhynchos	Mule Duck	H6N2	Positive	A	A/mule duck/Bulgaria/76-77/2008(H6N2)	fluquery@yahoo.com	Domestic	Hatch Year	Healthy	
National Diagnostic and Research Veterinary Medical Institute, Bulgaria	12/09/2008	Bulgaria	Stara Zagora	Cairina moschata x Anas platyrhynchos	Mule Duck	Mixed	Positive	A	A/mule duck/Bulgaria/61/2008(mixed)	fluquery@yahoo.com	Domestic	Hatch Year	Healthy	
National Diagnostic and Research Veterinary Medical Institute, Bulgaria	12/16/2008	Bulgaria	Haskovo	Cairina moschata x Anas platyrhynchos	Mule Duck	Mixed	Positive	A	A/mule duck/Bulgaria/105/2008(mixed)	fluquery@yahoo.com	Domestic	Hatch Year	Healthy	
National Diagnostic and Research Veterinary Medical Institute, Bulgaria	03/16/2009	Bulgaria	Haskovo	Cairina moschata x Anas platyrhynchos	Mule Duck	H4N2	Positive	A	A/mule duck/Bulgaria/369/2009(H4N2)	fluquery@yahoo.com	Domestic	Hatch Year	Healthy	
National Research Centre, Egypt	03/25/2012	Egypt	Sharkia	Gallus gallus domesticus	Domestic Chicken	H9N2	Positive	A	A/chicken/Egypt/S5018B/2012(H9N2)	fluquery@yahoo.com	Domestic	Hatch Year	Healthy	
National Research Centre, Egypt	03/25/2012	Egypt	Sharkia	Gallus gallus domesticus	Domestic Chicken	H9N2	Positive	A	A/chicken/Egypt/S5018A/2012(H9N2)	fluquery@yahoo.com	Domestic	Hatch Year	Healthy	
National Research Centre, Egypt	05/26/2012	Egypt	Sharkia	Gallus gallus domesticus	Domestic Chicken	H9N2	Positive	A	A/chicken/Egypt/S5440E/2012(H9N2)	fluquery@yahoo.com	Domestic	Hatch Year	Healthy	
National Research Centre, Egypt	05/26/2012	Egypt	Sharkia	Gallus gallus domesticus	Domestic Chicken	H9N2	Positive	A	A/chicken/Egypt/S5442C/2012(H9N2)	fluquery@yahoo.com	Domestic	Hatch Year	Healthy	
National Research Centre, Egypt	05/26/2012	Egypt	Sharkia	Gallus gallus domesticus	Domestic Chicken	H9N2	Positive	A	A/chicken/Egypt/S5442E/2012(H9N2)	fluquery@yahoo.com	Domestic	Hatch Year	Healthy	
National Research Centre, Egypt	02/05/2013	Egypt	Fayoum	Gallus gallus domesticus	Domestic Chicken	H9N2	Positive	A	A/chicken/Egypt/F7297B/2013(H9N2)	fluquery@yahoo.com	Domestic	Hatch Year	Sick	
National Research Centre, Egypt	02/18/2013	Egypt	Sharkia	Gallus gallus domesticus	Domestic Chicken	H9N2	Positive	A	A/chicken/Egypt/S7404/2013(H9N2)	fluquery@yahoo.com	Domestic	Hatch Year	Healthy	
National Research Centre, Egypt	02/27/2013	Egypt	Dakahliya	Gallus gallus domesticus	Domestic Chicken	H9N2	Positive	A	A/chicken/Egypt/D7436C/2013(H9N2)	fluquery@yahoo.com	Domestic	Hatch Year	Sick	
National Research Centre, Egypt	03/30/2013	Egypt	Qalubiya	Gallus gallus domesticus	Domestic Chicken	H5N1	Positive	A	A/chicken/Egypt/Q7630D/2013(H5N1)	fluquery@yahoo.com	Domestic	Hatch Year	Healthy	
National Research Centre, Egypt	04/09/2013	Egypt	Dakahliya	Gallus gallus domesticus	Domestic Chicken	H9N2	Positive	A	A/chicken/Egypt/D7663C/2013(H9N2)	fluquery@yahoo.com	Domestic	Hatch Year	Healthy	
National Research Centre, Egypt	11/22/2013	Egypt	Beni Suef	Gallus gallus domesticus	Domestic Chicken	H5N1	Positive	A	A/chicken/Egypt/B9040A/2013(H5N1)	fluquery@yahoo.com	Domestic	Hatch Year	Sick	
National Research Centre, Egypt	11/22/2013	Egypt	Beni Suef	Gallus gallus domesticus	Domestic Chicken	H5N1	Positive	A	A/chicken/Egypt/B9040C/2013(H5N1)	fluquery@yahoo.com	Domestic	Hatch Year	Sick	
National Research Centre, Egypt	11/22/2013	Egypt	Beni Suef	Gallus gallus domesticus	Domestic Chicken	H5N1	Positive	A	A/chicken/Egypt/B9040D/2013(H5N1)	fluquery@yahoo.com	Domestic	Hatch Year	Sick	
National Research Centre, Egypt	01/19/2012	Egypt	Qalubiya	Anas sp.	Duck	H5N1	Positive	A	A/duck/Egypt/Q4596A/2012(H5N1)	fluquery@yahoo.com	Domestic	Hatch Year	Sick	
National Research Centre, Egypt	01/19/2012	Egypt	Qalubiya	Anas sp.	Duck	H5N1	Positive	A	A/duck/Egypt/Q4596C/2012(H5N1)	fluquery@yahoo.com	Domestic	Hatch Year	Sick	
National Research Centre, Egypt	01/19/2012	Egypt	Qalubiya	Anas sp.	Duck	H5N1	Positive	A	A/duck/Egypt/Q4596D/2012(H5N1)	fluquery@yahoo.com	Domestic	Hatch Year	Sick	
National Research Centre, Egypt	01/13/2010	Egypt	Qalubiya	Gallus gallus domesticus	Domestic Chicken	H5N1	Positive	A	A/chicken/Egypt/Q1089E/2010(H5N1)	fluquery@yahoo.com	Domestic	Hatch Year	Healthy	
National Research Centre, Egypt	01/13/2010	Egypt	Qalubiya	Gallus gallus domesticus	Domestic Chicken	H5N1	Positive	A	A/chicken/Egypt/Q1090E/2010(H5N1)	fluquery@yahoo.com	Domestic	Hatch Year	Healthy	
National Research Centre, Egypt	01/27/2010	Egypt	Qalubiya	Gallus gallus domesticus	Domestic Chicken	H5N1	Positive	A	A/chicken/Egypt/Q1118D/2010(H5N1)	fluquery@yahoo.com	Domestic	Hatch Year	Healthy	
National Research Centre, Egypt	02/03/2010	Egypt	Qalubiya	Gallus gallus domesticus	Domestic Chicken	H5N1	Positive	A	A/chicken/Egypt/Q1182E/2010(H5N1)	fluquery@yahoo.com	Domestic	Hatch Year	Healthy	
National Research Centre, Egypt	02/15/2010	Egypt	Qalubiya	Gallus gallus domesticus	Domestic Chicken	H5N1	Positive	A	A/chicken/Egypt/Q1184B/2010(H5N1)	fluquery@yahoo.com	Domestic	Hatch Year	Healthy	
National Research Centre, Egypt	03/20/2010	Egypt	Qalubiya	Gallus gallus domesticus	Domestic Chicken	H5N1	Positive	A	A/chicken/Egypt/Q1397D/2010(H5N1)	fluquery@yahoo.com	Domestic	Hatch Year	Sick	
National Research Centre, Egypt	05/30/2010	Egypt	Qalubiya	Gallus gallus domesticus	Domestic Chicken	H5N1	Positive	A	A/chicken/Egypt/Q1769B/2010(H5N1)	fluquery@yahoo.com	Domestic	Hatch Year	Sick	
