Collector Institution	Collection Date	Country	State / Province	Host Species	Host Common Name	Subtype	Flu Test Status	Type	Strain Name	Contact Email Address	Age	Health	Behavior	
Chulalongkorn University	03/05/2009	Thailand	Chon Buri	Sus scrofa domesticus	Swine	H3N2	Positive	A	A/swine/Thailand/CU-PN4_2/2009(H3N2)	mceirs@umn.edu	Weanling	Undetermined	Domestic	
Chulalongkorn University	01/17/2010	Thailand	Ratchaburi	Sus scrofa domesticus	Swine	H1N1	Positive	A	A/swine/Thailand/CU-RA114/2010(H1N1)	mceirs@umn.edu	Weanling	Healthy	Domestic	
Chulalongkorn University	01/30/2010	Thailand	Ratchaburi	Sus scrofa domesticus	Swine	H1N1	Positive	A	A/swine/Thailand/CU-RA15/2010(H1N1)	mceirs@umn.edu	Weanling	Sick	Domestic	
Chulalongkorn University	01/17/2010	Thailand	Ratchaburi	Sus scrofa domesticus	Swine	H1N1	Positive	A	A/swine/Thailand/CU-RA204/2010(H1N1)	mceirs@umn.edu	Weanling	Sick	Domestic	
Chulalongkorn University	01/30/2010	Thailand	Ratchaburi	Sus scrofa domesticus	Swine	H1N1	Positive	A	A/swine/Thailand/CU-RA75/2010(H1N1)	mceirs@umn.edu	Weanling	Sick	Domestic	
Chulalongkorn University	02/10/2010	Thailand	Saraburi	Sus scrofa domesticus	Swine	H1N1	Positive	A	A/swine/Thailand/CU-SA43/2010(H1N1)	mceirs@umn.edu	Weanling	Sick	Domestic	
Chulalongkorn University	01/24/2012	Thailand	Chon Buri	Sus scrofa domesticus	Swine	H1N1	Positive	A	A/swine/Thailand/CU-S3334N/2012(H1N1)	mceirs@umn.edu	Weanling	Sick	Domestic	
Institute of Veterinary Medicine, Mongolia	05/11/2011	Mongolia	Tuv	Equus ferus	Equine	H3N8	Positive	A	A/equine/Mongolia/3/2011(H3N8)	fluquery@yahoo.com	Adult	Healthy	Domestic	
Institute of Veterinary Medicine, Mongolia	05/06/2011	Mongolia	Khentii	Equus ferus	Equine	H3N8	Positive	A	A/equine/Mongolia/56/2011(H3N8)	fluquery@yahoo.com	Adult	Undetermined	Domestic	
Institute of Veterinary Medicine, Mongolia	05/26/2011	Mongolia	Tuv	Equus ferus	Equine	H3N8	Positive	A	A/equine/Mongolia/20/2011(H3N8)	fluquery@yahoo.com	Adult	Healthy	Domestic	
Ohio State University	08/31/2009	USA	Ohio	Sus scrofa domesticus	Swine	H3N2	Positive	A	A/swine/Ohio/09SW100/2009(H3N2)	mceirs@umn.edu	Juvenile	Healthy	Domestic	
Ohio State University	07/31/2009	USA	Ohio	Sus scrofa domesticus	Swine	H1N2	Positive	A	A/swine/Ohio/09SW1477/2009(H1N2)	mceirs@umn.edu	Juvenile	Healthy	Domestic	
Ohio State University	07/31/2009	USA	Ohio	Sus scrofa domesticus	Swine	H1N2	Positive	A	A/swine/Ohio/09SW1478M/2009(H1N2),A/swine/Ohio/09SW1478E/2009(H1N2)	mceirs@umn.edu	Juvenile	Healthy	Domestic	
Ohio State University	07/31/2009	USA	Ohio	Sus scrofa domesticus	Swine	H1N2	Positive	A	A/swine/Ohio/09SW1481/2009(H1N2)	mceirs@umn.edu	Juvenile	Healthy	Domestic	
Ohio State University	07/31/2009	USA	Ohio	Sus scrofa domesticus	Swine	H1N2	Positive	A	A/swine/Ohio/09SW1482M/2009(H1N2),A/swine/Ohio/09SW1482E/2009(H1N2)	mceirs@umn.edu	Juvenile	Healthy	Domestic	
Ohio State University	07/31/2009	USA	Ohio	Sus scrofa domesticus	Swine	H1N2	Positive	A	A/swine/Ohio/09SW1483M/2009(H1N2),A/swine/Ohio/09SW1483E/2009(H1N2)	mceirs@umn.edu	Juvenile	Healthy	Domestic	
Ohio State University	07/31/2009	USA	Ohio	Sus scrofa domesticus	Swine	H1N2	Positive	A	A/swine/Ohio/09SW1484M/2009(H1N2),A/swine/Ohio/09SW1484E/2009(H1N2)	mceirs@umn.edu	Juvenile	Healthy	Domestic	
Ohio State University	07/31/2009	USA	Ohio	Sus scrofa domesticus	Swine	H1N2	Positive	A	A/swine/Ohio/09SW1486/2009(H1N2)	mceirs@umn.edu	Juvenile	Healthy	Domestic	
Ohio State University	07/31/2009	USA	Ohio	Sus scrofa domesticus	Swine	H1N2	Positive	A	A/swine/Ohio/09SW1487M/2009(H1N2)	mceirs@umn.edu	Juvenile	Healthy	Domestic	
Ohio State University	07/31/2009	USA	Ohio	Sus scrofa domesticus	Swine	H1N2	Positive	A	A/swine/Ohio/09SW1488E/2009(H1N2),A/swine/Ohio/09SW1488M/2009(H1N2)	mceirs@umn.edu	Juvenile	Healthy	Domestic	
Ohio State University	07/31/2009	USA	Ohio	Sus scrofa domesticus	Swine	H1N2	Positive	A	A/swine/Ohio/09SW1489E/2009(H1N2),A/swine/Ohio/09SW1489M/2009(H1N2)	mceirs@umn.edu	Juvenile	Healthy	Domestic	
Ohio State University	07/31/2009	USA	Ohio	Sus scrofa domesticus	Swine	H1N2	Positive	A	A/swine/Ohio/09SW1490M/2009(H1N2),A/swine/Ohio/09SW1490E/2009(H1N2)	mceirs@umn.edu	Juvenile	Healthy	Domestic	
Ohio State University	07/31/2009	USA	Ohio	Sus scrofa domesticus	Swine	H1N2	Positive	A	A/swine/Ohio/09SW1491/2009(H1N2)	mceirs@umn.edu	Juvenile	Healthy	Domestic	
Ohio State University	08/31/2009	USA	Ohio	Sus scrofa domesticus	Swine	H3N2	Positive	A	A/swine/Ohio/09SW63/2009(H3N2)	mceirs@umn.edu	Juvenile	Healthy	Domestic	
Ohio State University	08/31/2009	USA	Ohio	Sus scrofa domesticus	Swine	H3N2	Positive	A	A/swine/Ohio/09SW64/2009(H3N2)	mceirs@umn.edu	Juvenile	Healthy	Domestic	
Ohio State University	08/31/2009	USA	Ohio	Sus scrofa domesticus	Swine	H3N2	Positive	A	A/swine/Ohio/09SW65/2009(H3N2)	mceirs@umn.edu	Juvenile	Healthy	Domestic	
Ohio State University	08/31/2009	USA	Ohio	Sus scrofa domesticus	Swine	H3N2	Positive	A	A/swine/Ohio/09SW66/2009(H3N2)	mceirs@umn.edu	Juvenile	Healthy	Domestic	
Ohio State University	08/31/2009	USA	Ohio	Sus scrofa domesticus	Swine	H3N2	Positive	A	A/swine/Ohio/09SW69/2009(H3N2)	mceirs@umn.edu	Juvenile	Healthy	Domestic	
Ohio State University	08/31/2009	USA	Ohio	Sus scrofa domesticus	Swine	H3N2	Positive	A	A/swine/Ohio/09SW73M/2009(H3N2),A/swine/Ohio/09SW73E/2009(H3N2)	mceirs@umn.edu	Juvenile	Healthy	Domestic	
Ohio State University	08/31/2009	USA	Ohio	Sus scrofa domesticus	Swine	H3N2	Positive	A	A/swine/Ohio/09SW74E/2009(H3N2),A/swine/Ohio/09SW74M/2009(H3N2)	mceirs@umn.edu	Juvenile	Healthy	Domestic	
Ohio State University	08/31/2009	USA	Ohio	Sus scrofa domesticus	Swine	H3N2	Positive	A	A/swine/Ohio/09SW77M/2009(H3N2),A/swine/Ohio/09SW77E/2009(H3N2)	mceirs@umn.edu	Juvenile	Healthy	Domestic	
Ohio State University	08/31/2009	USA	Ohio	Sus scrofa domesticus	Swine	H3N2	Positive	A	A/swine/Ohio/09SW79M/2009(H3N2),A/swine/Ohio/09SW79E/2009(H3N2)	mceirs@umn.edu	Juvenile	Healthy	Domestic	
Ohio State University	08/31/2009	USA	Ohio	Sus scrofa domesticus	Swine	H3N2	Positive	A	A/swine/Ohio/09SW80/2009(H3N2)	mceirs@umn.edu	Juvenile	Healthy	Domestic	
Ohio State University	08/31/2009	USA	Ohio	Sus scrofa domesticus	Swine	H3N2	Positive	A	A/swine/Ohio/09SW81/2009(H3N2)	mceirs@umn.edu	Juvenile	Healthy	Domestic	
Ohio State University	08/31/2009	USA	Ohio	Sus scrofa domesticus	Swine	H3N2	Positive	A	A/swine/Ohio/09SW82/2009(H3N2)	mceirs@umn.edu	Juvenile	Healthy	Domestic	
Ohio State University	08/31/2009	USA	Ohio	Sus scrofa domesticus	Swine	H3N2	Positive	A	A/swine/Ohio/09SW83M/2009(H3N2),A/swine/Ohio/09SW83E/2009(H3N2)	mceirs@umn.edu	Juvenile	Healthy	Domestic	
Ohio State University	08/31/2009	USA	Ohio	Sus scrofa domesticus	Swine	H3N2	Positive	A	A/swine/Ohio/09SW84/2009(H3N2)	mceirs@umn.edu	Juvenile	Healthy	Domestic	
Ohio State University	08/31/2009	USA	Ohio	Sus scrofa domesticus	Swine	H3N2	Positive	A	A/swine/Ohio/09SW85/2009(H3N2)	mceirs@umn.edu	Juvenile	Healthy	Domestic	
Ohio State University	08/31/2009	USA	Ohio	Sus scrofa domesticus	Swine	H3N2	Positive	A	A/swine/Ohio/09SW87/2009(H3N2)	mceirs@umn.edu	Juvenile	Healthy	Domestic	
Ohio State University	08/31/2009	USA	Ohio	Sus scrofa domesticus	Swine	H3N2	Positive	A	A/swine/Ohio/09SW88/2009(H3N2)	mceirs@umn.edu	Juvenile	Healthy	Domestic	
Ohio State University	08/31/2009	USA	Ohio	Sus scrofa domesticus	Swine	H3N2	Positive	A	A/swine/Ohio/09SW89/2009(H3N2)	mceirs@umn.edu	Juvenile	Healthy	Domestic	
Ohio State University	08/31/2009	USA	Ohio	Sus scrofa domesticus	Swine	H3N2	Positive	A	A/swine/Ohio/09SW90/2009(H3N2)	mceirs@umn.edu	Juvenile	Healthy	Domestic	
Ohio State University	08/31/2009	USA	Ohio	Sus scrofa domesticus	Swine	H3N2	Positive	A	A/swine/Ohio/09SW91/2009(H3N2)	mceirs@umn.edu	Juvenile	Healthy	Domestic	
Ohio State University	08/31/2009	USA	Ohio	Sus scrofa domesticus	Swine	H3N2	Positive	A	A/swine/Ohio/09SW92/2009(H3N2)	mceirs@umn.edu	Juvenile	Healthy	Domestic	
Ohio State University	08/31/2009	USA	Ohio	Sus scrofa domesticus	Swine	H3N2	Positive	A	A/swine/Ohio/09SW93/2009(H3N2)	mceirs@umn.edu	Juvenile	Healthy	Domestic	
Ohio State University	08/31/2009	USA	Ohio	Sus scrofa domesticus	Swine	H3N2	Positive	A	A/swine/Ohio/09SW94/2009(H3N2)	mceirs@umn.edu	Juvenile	Healthy	Domestic	
Ohio State University	08/31/2009	USA	Ohio	Sus scrofa domesticus	Swine	H3N2	Positive	A	A/swine/Ohio/09SW96/2009(H3N2)	mceirs@umn.edu	Juvenile	Healthy	Domestic	
Ohio State University	08/31/2009	USA	Ohio	Sus scrofa domesticus	Swine	H3N2	Positive	A	A/swine/Ohio/09SW97/2009(H3N2)	mceirs@umn.edu	Juvenile	Healthy	Domestic	
Ohio State University	08/31/2009	USA	Ohio	Sus scrofa domesticus	Swine	H3N2	Positive	A	A/swine/Ohio/09SW98/2009(H3N2)	mceirs@umn.edu	Juvenile	Healthy	Domestic	
Ohio State University	08/31/2009	USA	Ohio	Sus scrofa domesticus	Swine	H3N2	Positive	A	A/swine/Ohio/09SW99/2009(H3N2)	mceirs@umn.edu	Juvenile	Healthy	Domestic	
Ohio State University	08/31/2010	USA	Ohio	Sus scrofa domesticus	Swine	H3N2	Positive	A	A/swine/Ohio/10SW121/2010(H3N2)	mceirs@umn.edu	Juvenile	Healthy	Domestic	
Ohio State University	08/31/2010	USA	Ohio	Sus scrofa domesticus	Swine	H3N2	Positive	A	A/swine/Ohio/10SW122/2010(H3N2)	mceirs@umn.edu	Juvenile	Healthy	Domestic	
Ohio State University	08/31/2010	USA	Ohio	Sus scrofa domesticus	Swine	H3N2	Positive	A	A/swine/Ohio/10SW125/2010(H3N2)	mceirs@umn.edu	Juvenile	Healthy	Domestic	
Ohio State University	08/31/2010	USA	Ohio	Sus scrofa domesticus	Swine	H3N2	Positive	A	A/swine/Ohio/10SW126/2010(H3N2)	mceirs@umn.edu	Juvenile	Healthy	Domestic	
Ohio State University	08/31/2010	USA	Ohio	Sus scrofa domesticus	Swine	H3N2	Positive	A	A/swine/Ohio/10SW127/2010(H3N2)	mceirs@umn.edu	Juvenile	Healthy	Domestic	
Ohio State University	08/31/2010	USA	Ohio	Sus scrofa domesticus	Swine	H3N2	Positive	A	A/swine/Ohio/10SW128/2010(H3N2)	mceirs@umn.edu	Juvenile	Healthy	Domestic	
Ohio State University	08/31/2010	USA	Ohio	Sus scrofa domesticus	Swine	H3N2	Positive	A	A/swine/Ohio/10SW130/2010(H3N2)	mceirs@umn.edu	Juvenile	Healthy	Domestic	
Ohio State University	08/31/2010	USA	Ohio	Sus scrofa domesticus	Swine	H3N2	Positive	A	A/swine/Ohio/10SW131/2010(H3N2)	mceirs@umn.edu	Juvenile	Healthy	Domestic	
Ohio State University	08/31/2010	USA	Ohio	Sus scrofa domesticus	Swine	H3N2	Positive	A	A/swine/Ohio/10SW132/2010(H3N2)	mceirs@umn.edu	Juvenile	Healthy	Domestic	
Ohio State University	08/31/2010	USA	Ohio	Sus scrofa domesticus	Swine	H3N2	Positive	A	A/swine/Ohio/10SW133/2010(H3N2)	mceirs@umn.edu	Juvenile	Healthy	Domestic	
Ohio State University	08/31/2010	USA	Ohio	Sus scrofa domesticus	Swine	H3N2	Positive	A	A/swine/Ohio/10SW134/2010(H3N2)	mceirs@umn.edu	Juvenile	Healthy	Domestic	
Ohio State University	08/31/2010	USA	Ohio	Sus scrofa domesticus	Swine	H3N2	Positive	A	A/swine/Ohio/10SW135/2010(H3N2)	mceirs@umn.edu	Juvenile	Healthy	Domestic	
Ohio State University	08/31/2010	USA	Ohio	Sus scrofa domesticus	Swine	H3N2	Positive	A	A/swine/Ohio/10SW136/2010(H3N2)	mceirs@umn.edu	Juvenile	Healthy	Domestic	
Ohio State University	08/31/2010	USA	Ohio	Sus scrofa domesticus	Swine	H3N2	Positive	A	A/swine/Ohio/10SW137/2010(H3N2)	mceirs@umn.edu	Juvenile	Healthy	Domestic	
Ohio State University	08/31/2010	USA	Ohio	Sus scrofa domesticus	Swine	H3N2	Positive	A	A/swine/Ohio/10SW139/2010(H3N2)	mceirs@umn.edu	Juvenile	Healthy	Domestic	
Ohio State University	08/31/2010	USA	Ohio	Sus scrofa domesticus	Swine	H3N2	Positive	A	A/swine/Ohio/10SW156/2010(H3N2)	mceirs@umn.edu	Juvenile	Undetermined	Domestic	
Ohio State University	08/31/2010	USA	Ohio	Sus scrofa domesticus	Swine	H3N2	Positive	A	A/swine/Ohio/10SW202/2010(H3N2)	mceirs@umn.edu	Juvenile	Healthy	Domestic	
Ohio State University	08/31/2010	USA	Ohio	Sus scrofa domesticus	Swine	H3N2	Positive	A	A/swine/Ohio/10SW203/2010(H3N2)	mceirs@umn.edu	Juvenile	Healthy	Domestic	
Ohio State University	08/31/2010	USA	Ohio	Sus scrofa domesticus	Swine	H3N2	Positive	A	A/swine/Ohio/10SW204/2010(H3N2)	mceirs@umn.edu	Juvenile	Healthy	Domestic	
Ohio State University	08/31/2010	USA	Ohio	Sus scrofa domesticus	Swine	H3N2	Positive	A	A/swine/Ohio/10SW205/2010(H3N2)	mceirs@umn.edu	Juvenile	Healthy	Domestic	
Ohio State University	08/31/2010	USA	Ohio	Sus scrofa domesticus	Swine	H3N2	Positive	A	A/swine/Ohio/10SW206/2010(H3N2)	mceirs@umn.edu	Juvenile	Healthy	Domestic	
Ohio State University	08/31/2010	USA	Ohio	Sus scrofa domesticus	Swine	H3N2	Positive	A	A/swine/Ohio/10SW207/2010(H3N2)	mceirs@umn.edu	Juvenile	Healthy	Domestic	
Ohio State University	08/31/2010	USA	Ohio	Sus scrofa domesticus	Swine	H3N2	Positive	A	A/swine/Ohio/10SW208/2010(H3N2)	mceirs@umn.edu	Juvenile	Healthy	Domestic	
Ohio State University	08/31/2010	USA	Ohio	Sus scrofa domesticus	Swine	H3N2	Positive	A	A/swine/Ohio/10SW209/2010(H3N2)	mceirs@umn.edu	Juvenile	Healthy	Domestic	
Ohio State University	08/31/2010	USA	Ohio	Sus scrofa domesticus	Swine	H3N2	Positive	A	A/swine/Ohio/10SW210/2010(H3N2)	mceirs@umn.edu	Juvenile	Healthy	Domestic	
Ohio State University	08/31/2010	USA	Ohio	Sus scrofa domesticus	Swine	H3N2	Positive	A	A/swine/Ohio/10SW211/2010(H3N2)	mceirs@umn.edu	Juvenile	Healthy	Domestic	
Ohio State University	08/31/2010	USA	Ohio	Sus scrofa domesticus	Swine	H3N2	Positive	A	A/swine/Ohio/10SW212/2010(H3N2)	mceirs@umn.edu	Juvenile	Healthy	Domestic	
Ohio State University	08/31/2010	USA	Ohio	Sus scrofa domesticus	Swine	H3N2	Positive	A	A/swine/Ohio/10SW213/2010(H3N2)	mceirs@umn.edu	Juvenile	Healthy	Domestic	
Ohio State University	08/31/2010	USA	Ohio	Sus scrofa domesticus	Swine	H3N2	Positive	A	A/swine/Ohio/10SW214/2010(H3N2)	mceirs@umn.edu	Juvenile	Healthy	Domestic	
Ohio State University	08/31/2010	USA	Ohio	Sus scrofa domesticus	Swine	H3N2	Positive	A	A/swine/Ohio/10SW215/2010(H3N2)	mceirs@umn.edu	Juvenile	Healthy	Domestic	
Ohio State University	08/31/2010	USA	Ohio	Sus scrofa domesticus	Swine	H3N2	Positive	A	A/swine/Ohio/10SW216/2010(H3N2)	mceirs@umn.edu	Juvenile	Healthy	Domestic	
Ohio State University	08/31/2010	USA	Ohio	Sus scrofa domesticus	Swine	H3N2	Positive	A	A/swine/Ohio/10SW218/2010(H3N2)	mceirs@umn.edu	Juvenile	Healthy	Domestic	
Ohio State University	08/31/2010	USA	Ohio	Sus scrofa domesticus	Swine	H3N2	Positive	A	A/swine/Ohio/10SW219/2010(H3N2)	mceirs@umn.edu	Juvenile	Healthy	Domestic	
Ohio State University	08/31/2010	USA	Ohio	Sus scrofa domesticus	Swine	H3N2	Positive	A	A/swine/Ohio/10SW220/2010(H3N2)	mceirs@umn.edu	Juvenile	Healthy	Domestic	
Ohio State University	08/31/2011	USA	Ohio	Sus scrofa domesticus	Swine	H3N2	Positive	A	A/swine/Ohio/11SW103/2011(H3N2)	mceirs@umn.edu	Juvenile	Healthy	Domestic	
Ohio State University	08/31/2011	USA	Ohio	Sus scrofa domesticus	Swine	H3N2	Positive	A	A/swine/Ohio/11SW108/2011(H3N2)	mceirs@umn.edu	Juvenile	Healthy	Domestic	
Ohio State University	08/31/2011	USA	Ohio	Sus scrofa domesticus	Swine	H3N2	Positive	A	A/swine/Ohio/11SW109/2011(H3N2)	mceirs@umn.edu	Juvenile	Healthy	Domestic	
Ohio State University	08/31/2011	USA	Ohio	Sus scrofa domesticus	Swine	H3N2	Positive	A	A/swine/Ohio/11SW112/2011(H3N2)	mceirs@umn.edu	Juvenile	Healthy	Domestic	
Ohio State University	08/31/2011	USA	Ohio	Sus scrofa domesticus	Swine	H3N2	Positive	A	A/swine/Ohio/11SW113/2011(H3N2)	mceirs@umn.edu	Juvenile	Healthy	Domestic	
Ohio State University	08/31/2011	USA	Ohio	Sus scrofa domesticus	Swine	H3N2	Positive	A	A/swine/Ohio/11SW114/2011(H3N2)	mceirs@umn.edu	Juvenile	Healthy	Domestic	
Ohio State University	08/31/2011	USA	Ohio	Sus scrofa domesticus	Swine	H3N2	Positive	A	A/swine/Ohio/11SW115/2011(H3N2)	mceirs@umn.edu	Juvenile	Healthy	Domestic	
Ohio State University	08/31/2011	USA	Ohio	Sus scrofa domesticus	Swine	H3N2	Positive	A	A/swine/Ohio/11SW118/2011(H3N2)	mceirs@umn.edu	Juvenile	Healthy	Domestic	
Ohio State University	08/31/2011	USA	Ohio	Sus scrofa domesticus	Swine	H3N2	Positive	A	A/swine/Ohio/11SW119/2011(H3N2)	mceirs@umn.edu	Juvenile	Healthy	Domestic	
Ohio State University	08/31/2011	USA	Ohio	Sus scrofa domesticus	Swine	H1N2	Positive	A	A/swine/Ohio/11SW122/2011(H1N2)	mceirs@umn.edu	Juvenile	Healthy	Domestic	
Ohio State University	08/31/2011	USA	Ohio	Sus scrofa domesticus	Swine	H1N2	Positive	A	A/swine/Ohio/11SW123/2011(H1N2)	mceirs@umn.edu	Juvenile	Healthy	Domestic	
Ohio State University	08/31/2011	USA	Ohio	Sus scrofa domesticus	Swine	H1N2	Positive	A	A/swine/Ohio/11SW124/2011(H1N2)	mceirs@umn.edu	Juvenile	Healthy	Domestic	
Ohio State University	08/31/2011	USA	Ohio	Sus scrofa domesticus	Swine	H1N2	Positive	A	A/swine/Ohio/11SW125/2011(H1N2)	mceirs@umn.edu	Juvenile	Healthy	Domestic	
Ohio State University	08/31/2011	USA	Ohio	Sus scrofa domesticus	Swine	H1N2	Positive	A	A/swine/Ohio/11SW126/2011(H1N2)	mceirs@umn.edu	Juvenile	Healthy	Domestic	
Ohio State University	08/31/2011	USA	Ohio	Sus scrofa domesticus	Swine	H1N2	Positive	A	A/swine/Ohio/11SW128/2011(H1N2)	mceirs@umn.edu	Juvenile	Healthy	Domestic	
Ohio State University	08/31/2011	USA	Ohio	Sus scrofa domesticus	Swine	H1N2	Positive	A	A/swine/Ohio/11SW129/2011(H1N2)	mceirs@umn.edu	Juvenile	Healthy	Domestic	
Ohio State University	08/31/2011	USA	Ohio	Sus scrofa domesticus	Swine	H1N2	Positive	A	A/swine/Ohio/11SW130/2011(H1N2)	mceirs@umn.edu	Juvenile	Healthy	Domestic	
Ohio State University	08/31/2011	USA	Ohio	Sus scrofa domesticus	Swine	H1N2	Positive	A	A/swine/Ohio/11SW131/2011(H1N2)	mceirs@umn.edu	Juvenile	Healthy	Domestic	
Ohio State University	08/31/2011	USA	Ohio	Sus scrofa domesticus	Swine	H1N2	Positive	A	A/swine/Ohio/11SW132/2011(H1N2)	mceirs@umn.edu	Juvenile	Healthy	Domestic	
Ohio State University	08/31/2011	USA	Ohio	Sus scrofa domesticus	Swine	H1N2	Positive	A	A/swine/Ohio/11SW134/2011(H1N2)	mceirs@umn.edu	Juvenile	Healthy	Domestic	
Ohio State University	08/31/2011	USA	Ohio	Sus scrofa domesticus	Swine	H1N2	Positive	A	A/swine/Ohio/11SW135/2011(H1N2)	mceirs@umn.edu	Juvenile	Healthy	Domestic	
Ohio State University	08/31/2011	USA	Ohio	Sus scrofa domesticus	Swine	H1N2	Positive	A	A/swine/Ohio/11SW136/2011(H1N2)	mceirs@umn.edu	Juvenile	Healthy	Domestic	
Ohio State University	08/31/2011	USA	Ohio	Sus scrofa domesticus	Swine	H1N2	Positive	A	A/swine/Ohio/11SW137/2011(H1N2)	mceirs@umn.edu	Juvenile	Healthy	Domestic	
Ohio State University	08/31/2011	USA	Ohio	Sus scrofa domesticus	Swine	H1N2	Positive	A	A/swine/Ohio/11SW138/2011(H1N2)	mceirs@umn.edu	Juvenile	Healthy	Domestic	
Ohio State University	08/31/2011	USA	Ohio	Sus scrofa domesticus	Swine	H1N2	Positive	A	A/swine/Ohio/11SW139/2011(H1N2)	mceirs@umn.edu	Juvenile	Healthy	Domestic	
Ohio State University	08/31/2011	USA	Ohio	Sus scrofa domesticus	Swine	H1N2	Positive	A	A/swine/Ohio/11SW140/2011(H1N2)	mceirs@umn.edu	Juvenile	Healthy	Domestic	
Ohio State University	08/31/2011	USA	Ohio	Sus scrofa domesticus	Swine	H1N2	Positive	A	A/swine/Ohio/11SW146/2011(H1N2)	mceirs@umn.edu	Juvenile	Healthy	Domestic	
Ohio State University	08/31/2011	USA	Ohio	Sus scrofa domesticus	Swine	H3N2	Positive	A	A/swine/Ohio/11SW161/2011(H3N2)	mceirs@umn.edu	Juvenile	Healthy	Domestic	
Ohio State University	08/31/2011	USA	Ohio	Sus scrofa domesticus	Swine	H3N2	Positive	A	A/swine/Ohio/11SW163/2011(H3N2)	mceirs@umn.edu	Juvenile	Healthy	Domestic	
Ohio State University	08/31/2011	USA	Ohio	Sus scrofa domesticus	Swine	H3N2	Positive	A	A/swine/Ohio/11SW166/2011(H3N2)	mceirs@umn.edu	Juvenile	Healthy	Domestic	
Ohio State University	08/31/2011	USA	Ohio	Sus scrofa domesticus	Swine	Mixed	Positive	A	A/swine/Ohio/11SW168/2011(mixed)	mceirs@umn.edu	Juvenile	Healthy	Domestic	
Ohio State University	08/31/2011	USA	Ohio	Sus scrofa domesticus	Swine	H3N2	Positive	A	A/swine/Ohio/11SW169/2011(H3N2)	mceirs@umn.edu	Juvenile	Healthy	Domestic	
Ohio State University	08/31/2011	USA	Ohio	Sus scrofa domesticus	Swine	H3N2	Positive	A	A/swine/Ohio/11SW170/2011(H3N2)	mceirs@umn.edu	Juvenile	Healthy	Domestic	
Ohio State University	08/31/2011	USA	Ohio	Sus scrofa domesticus	Swine	Mixed	Positive	A	A/swine/Ohio/11SW171/2011(Mixed)	mceirs@umn.edu	Juvenile	Healthy	Domestic	
Ohio State University	08/31/2011	USA	Ohio	Sus scrofa domesticus	Swine	H3N2	Positive	A	A/swine/Ohio/11SW172/2011(H3N2)	mceirs@umn.edu	Juvenile	Healthy	Domestic	
Ohio State University	08/31/2011	USA	Ohio	Sus scrofa domesticus	Swine	H3N2	Positive	A	A/swine/Ohio/11SW173/2011(H3N2)	mceirs@umn.edu	Juvenile	Healthy	Domestic	
Ohio State University	08/31/2011	USA	Ohio	Sus scrofa domesticus	Swine	H1N2	Positive	A	A/swine/Ohio/11SW174/2011(H1N2)	mceirs@umn.edu	Juvenile	Healthy	Domestic	
Ohio State University	08/31/2011	USA	Ohio	Sus scrofa domesticus	Swine	H3N2	Positive	A	A/swine/Ohio/11SW175/2011(H3N2)	mceirs@umn.edu	Juvenile	Healthy	Domestic	
Ohio State University	08/31/2011	USA	Ohio	Sus scrofa domesticus	Swine	Mixed	Positive	A	A/swine/Ohio/11SW178/2011(mixed)	mceirs@umn.edu	Juvenile	Healthy	Domestic	
Ohio State University	08/31/2011	USA	Ohio	Sus scrofa domesticus	Swine	H3N2	Positive	A	A/swine/Ohio/11SW179/2011(H3N2)	mceirs@umn.edu	Juvenile	Healthy	Domestic	
Ohio State University	08/31/2011	USA	Ohio	Sus scrofa domesticus	Swine	H3N2	Positive	A	A/swine/Ohio/11SW180/2011(H3N2)	mceirs@umn.edu	Juvenile	Healthy	Domestic	
Ohio State University	08/31/2011	USA	Ohio	Sus scrofa domesticus	Swine	H3N2	Positive	A	A/swine/Ohio/11SW183/2011(H3N2)	mceirs@umn.edu	Juvenile	Healthy	Domestic	
Ohio State University	08/31/2011	USA	Ohio	Sus scrofa domesticus	Swine	Mixed	Positive	A	A/swine/Ohio/11SW184/2011(mixed)	mceirs@umn.edu	Juvenile	Healthy	Domestic	
Ohio State University	08/31/2011	USA	Ohio	Sus scrofa domesticus	Swine	H3N2	Positive	A	A/swine/Ohio/11SW185/2011(H3N2)	mceirs@umn.edu	Juvenile	Healthy	Domestic	
Ohio State University	08/31/2011	USA	Ohio	Sus scrofa domesticus	Swine	H3N2	Positive	A	A/swine/Ohio/11SW186/2011(H3N2)	mceirs@umn.edu	Juvenile	Healthy	Domestic	
Ohio State University	08/31/2011	USA	Ohio	Sus scrofa domesticus	Swine	H3N2	Positive	A	A/swine/Ohio/11SW187/2011(H3N2)	mceirs@umn.edu	Juvenile	Healthy	Domestic	
Ohio State University	08/31/2011	USA	Ohio	Sus scrofa domesticus	Swine	Mixed	Positive	A	A/swine/Ohio/11SW189/2011(mixed)	mceirs@umn.edu	Juvenile	Healthy	Domestic	
Ohio State University	08/31/2011	USA	Ohio	Sus scrofa domesticus	Swine	H3N2	Positive	A	A/swine/Ohio/11SW191/2011(H3N2)	mceirs@umn.edu	Juvenile	Healthy	Domestic	
Ohio State University	08/31/2011	USA	Ohio	Sus scrofa domesticus	Swine	H1N2	Positive	A	A/swine/Ohio/11SW192/2011(H1N2)	mceirs@umn.edu	Juvenile	Healthy	Domestic	
